objective,nll,closed_loop_loss,tracking_rank,seed,restart,near_optimal,S_theta,S_v,xi_i,S_d,gamma,w_x,w_y,w_c,w_ell,beta,sigma_long,sigma_lat
1.3356644690306156,4.938820785453218,0.6672665174694208,10.9945,7,0,True,4.126470498240887,2.7235789264959447,4.715443294665738,11.318306128956996,0.5631913055064932,4.852674745711861,2.4537915457856645,22.792026894884767,24.11660796107101,3.3676684182345245,0.6508475749056093,0.5764595430004436
1.3608531351833435,4.003245355863611,0.654663520231903,19.2695,8,1,True,8.381630744166115,4.848319112897604,3.6579678726723794,5.6480806134428905,3.919671852738895,8.172595666882925,1.611135062276518,1.579222714992849,2.2655246291716007,1.7360973037927723,2.6200631934246053,0.47149021886963294
1.68557124180963,7.211928807417063,0.6583307420203045,19.281,7,0,True,7.099095423424218,0.14398114571996312,2.055567265818735,11.530958186712507,8.987132711957202,6.395659979010564,1.0227074365529913,22.355760800653645,65.83538224489995,3.1873279441854785,0.6144535561235016,0.5775600937290033
1.764691362747123,4.893501771527091,0.9469999157531441,20.6855,7,0,True,9.24718376391689,5.969376495098261,2.4604079196212814,4.293664024871406,6.37104905496476,8.655487223169729,3.4742305184596685,2.242376312714592,41.327507154293066,1.915073909631408,4.33034540684146,1.6740862748261867
1.7925034835864249,4.110438265375881,1.2116898157789957,10.6955,8,1,True,3.9884136871337743,2.5163267863719776,4.5801787948880355,1.5290313235065804,0.7975304781794939,0.5597151390750531,5.853990252265676,6.417754427432985,2.4387827260976906,9.0524372454881,3.751205878206363,1.07577740588193
1.81109310997019,6.11900819748685,0.8556049886342033,21.646,9,2,True,8.88870757445764,4.281896161885616,1.4059846355204766,5.0919222193316545,5.50511479357486,7.793481211314909,5.989839668244451,16.833813824648562,36.595052637755735,8.458489393167959,2.0831071584923935,1.4042237761766836
1.845468457375995,7.065833663269632,0.7992898529537937,21.3945,9,2,True,3.882225176238135,3.891936117578809,4.925369288489213,10.125364566363926,3.6257977438007525,5.114462146105649,4.808092708473782,7.264150977464445,191.6834338813241,0.7234910232349681,2.225296250130285,1.4172694304140323
1.8551772363101398,6.055691411193913,0.7919573015399547,28.832,7,0,True,0.4050187737972816,5.173143761700134,2.9182034987686274,11.010154889654585,6.329339919461003,5.1897647013351875,5.019047010395692,9.445102493749262,57.801402981194656,2.482674071053035,3.6141445439682762,0.7413347927713895
1.9365282195095976,6.251521422289118,0.9713363947410033,21.4225,9,2,True,4.961864095089891,2.323579611589319,3.025447698309647,7.510714261364869,6.540847546224051,7.077142789757047,6.487673421390466,23.888389558797837,34.39058637773275,2.168694476470293,3.759845196732603,1.6927809714046989
1.9623138683622596,8.425393213915731,1.0093221660183054,6.9585,7,0,True,1.2925001045956268,8.853555606109827,2.9491929475479006,9.66508842815716,0.7591493732641201,5.988650052144549,8.666588347321571,4.587886274435464,156.56385933924273,8.67199030639118,2.1605213717679033,1.9720924640179083
