run_id,id,local_nll,disp_m,path
1,3999,4.496825208196183,225.82370353166561,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_003999_sim_vs_obs.png
1,4955,4.321234286780171,226.97764262291253,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_004955_sim_vs_obs.png
1,6567,4.357949508124145,227.29606833582991,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_006567_sim_vs_obs.png
1,11936,4.2705811343813584,226.48435220944157,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_011936_sim_vs_obs.png
1,12549,4.7457454752523365,169.35396774963982,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_012549_sim_vs_obs.png
1,41901,4.274134205384134,260.85533385852557,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_041901_sim_vs_obs.png
1,54664,4.3108023562079385,228.16575690341193,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_054664_sim_vs_obs.png
1,72328,4.29805034778598,206.21486505523046,C:\Users\Pedram\U-ResMARL\Calibration\runs\recalibration_20260922_p99\preview_jounieh\per_id\run_01_id_072328_sim_vs_obs.png
