run_id,id,n_rows,duration_s,speed_p85,path_m,too_short,stationary,keep
1,18471,25,2.3999999999998636,1.3868622716054597,3.100598077739944,True,True,False
1,18472,24,2.2999999999999545,1.2853847376948384,2.7466394527506695,True,True,False
1,18473,87,8.600000000000136,2.2450862650639363,17.777929527389333,True,False,False
1,18474,65,6.400000000000091,1.8717357694650136,10.71035573617681,True,False,False
1,18475,11,1.0,0.5912096052916254,0.5901004522990851,True,True,False
1,18476,102,10.299999999999955,1.7334603868237217,16.0769827249312,False,False,True
1,18477,36,3.5,2.0931109310180065,6.347037590034155,True,True,False
1,18478,23,2.2000000000000455,2.1883018968444548,3.8694967632754276,True,True,False
1,18479,7,0.6000000000001364,1.2112650285733009,0.6555140976076794,True,True,False
1,18480,40,3.900000000000091,1.6251572146907383,5.576919600780991,True,True,False
1,18481,137,13.600000000000136,1.9610287113751754,24.47139020471797,False,False,True
1,18482,21,2.0,1.2466488835750382,2.4272159077075086,True,True,False
1,18483,56,5.5,1.8773402423357237,9.516990288254153,True,False,False
1,18484,49,4.7999999999999545,2.0258288624313954,8.809282251725392,True,False,False
1,18485,24,2.2999999999999545,1.3410992830931325,2.8445317808527752,True,True,False
1,18486,147,17.0,2.117101270482578,33.14653383697967,False,False,True
1,18487,71,7.0,2.117259855115777,14.268133093654395,True,False,False
1,18488,65,6.600000000000136,2.0857701629736227,13.463904047933493,True,False,False
1,18489,68,6.800000000000182,1.9690699197973869,12.249759711555182,True,False,False
1,18490,1,0.0,0.0568789673731487,0.0,True,True,False
1,18491,33,3.199999999999818,1.429053341213336,3.9160890995589788,True,True,False
1,18492,68,6.7000000000000455,2.1326153672205828,12.999096622274987,True,False,False
1,18493,4,0.2999999999999545,0.14461067461809443,0.043150139878004826,True,True,False
1,18494,33,3.2000000000000455,2.18442609539609,5.795484330326824,True,True,False
1,18495,7,0.6000000000001364,0.8402351027096829,0.5039571212038408,True,True,False
1,18496,65,6.399999999999864,2.129221195566942,12.396902974463668,True,False,False
1,18497,27,2.599999999999909,1.7587552593634572,3.808366945727159,True,True,False
1,18498,65,6.400000000000091,2.230910449499598,13.046523632382943,True,False,False
1,18499,20,1.900000000000091,1.4108749773090226,2.5854123854498274,True,True,False
1,18500,58,5.7000000000000455,1.875331522202598,9.665948359999494,True,False,False
1,18501,95,9.5,1.9137228080074324,17.08783257398467,True,False,False
1,18502,14,1.2999999999999545,0.8481758066454625,1.1007686176496745,True,True,False
1,18503,23,2.2000000000000455,1.4491618962135353,3.0638213359175386,True,True,False
1,18504,109,10.799999999999955,2.0662635532819333,20.237936851251664,False,False,True
1,18505,51,5.0,1.516095432766728,6.311836711639644,True,True,False
1,18506,8,0.7000000000000455,0.3430997583151579,0.23932747249908695,True,True,False
1,18507,76,7.800000000000182,1.9462020252988435,14.434179561756284,True,False,False
1,18508,78,7.699999999999818,1.8380885592301497,13.918934884025978,True,False,False
1,18509,16,1.5,1.61092113656356,1.9530738421981468,True,True,False
1,18510,4,0.2999999999999545,0.13431123543302817,0.0401666016194157,True,True,False
1,18511,79,7.7999999999999545,1.9244971693308885,13.898142930891002,True,False,False
1,18512,35,3.5,1.9001083796366274,5.793484591601049,True,True,False
1,18513,58,5.7000000000000455,1.6211741029512583,7.604176104281977,True,True,False
1,18514,3,0.1999999999998181,0.3340387710696771,0.06680775421384055,True,True,False
1,18515,48,4.7000000000000455,1.9365377978752654,7.440729868726664,True,True,False
1,18516,19,1.7999999999999545,1.1280200687290893,2.022297464166162,True,True,False
1,18517,119,17.300000000000182,1.877344577782328,24.580854702456875,False,False,True
1,18518,41,4.0,1.6497022199879143,5.416583971148182,True,True,False
1,18519,21,2.0,0.5657139343557797,0.8294509683622888,True,True,False
1,18520,40,3.8999999999998636,1.815676773629357,5.67533512497803,True,True,False
1,18521,160,15.900000000000091,1.7617679287621344,15.713365520167448,False,False,True
1,18522,75,7.400000000000091,1.8787657156046624,12.872379383911658,True,False,False
1,18523,91,9.0,1.7815090182514375,14.308522307065912,True,False,False
1,18524,43,4.7000000000000455,1.9594948960849026,7.182213854540434,True,True,False
1,18525,10,0.900000000000091,0.5384965348671523,0.4835653989692638,True,True,False
1,18526,101,10.0,1.5994373707543614,14.92421240778862,False,False,True
