objective,nll,closed_loop_loss,tracking_rank,seed,restart,near_optimal,S_theta,S_v,xi_i,S_d,gamma,w_x,w_y,w_c,w_ell,beta,sigma_long,sigma_lat
2.6102961390007455,4.972912947727118,1.6368143680375573,30.0,7,0,True,2.585952397158539,4.478509243532333,3.067738209936018,6.664293357290185,9.955452806000487,7.947353000216156,6.25957437146751,53.83502147191738,48.14758895396758,9.88971187534203,3.1789361400832448,0.30106661831118176
