polygon_id,vertex_index,x,y,kind,area_m2,buffer_m,m_per_px
0,94,75.2436,15.5649,outer,7994.789999999999,1.5,0.13063734
0,95,74.0016,15.1164,outer,7994.789999999999,1.5,0.13063734
0,96,72.72630000000001,14.6544,outer,7994.789999999999,1.5,0.13063734
0,97,71.4177,14.179499999999999,outer,7994.789999999999,1.5,0.13063734
0,98,70.0761,13.691399999999998,outer,7994.789999999999,1.5,0.13063734
0,99,68.7009,13.190100000000001,outer,7994.789999999999,1.5,0.13063734
0,100,67.2924,12.675899999999999,outer,7994.789999999999,1.5,0.13063734
0,101,65.928,12.177599999999998,outer,7994.789999999999,1.5,0.13063734
0,102,64.60770000000001,11.6952,outer,7994.789999999999,1.5,0.13063734
0,103,63.331199999999995,11.229,outer,7994.789999999999,1.5,0.13063734
0,104,62.0988,10.779,outer,7994.789999999999,1.5,0.13063734
0,105,60.9105,10.3449,outer,7994.789999999999,1.5,0.13063734
0,106,59.766000000000005,9.927,outer,7994.789999999999,1.5,0.13063734
0,107,58.66589999999999,9.5253,outer,7994.789999999999,1.5,0.13063734
0,108,57.6093,9.1395,outer,7994.789999999999,1.5,0.13063734
0,109,56.5971,8.7696,outer,7994.789999999999,1.5,0.13063734
0,110,55.628699999999995,8.4159,outer,7994.789999999999,1.5,0.13063734
0,111,54.7047,8.0784,outer,7994.789999999999,1.5,0.13063734
0,112,53.824200000000005,7.7571,outer,7994.789999999999,1.5,0.13063734
0,113,52.9881,7.451700000000001,outer,7994.789999999999,1.5,0.13063734
0,114,52.19579999999999,7.1622,outer,7994.789999999999,1.5,0.13063734
0,115,51.4476,6.8889,outer,7994.789999999999,1.5,0.13063734
0,116,50.7432,6.6318,outer,7994.789999999999,1.5,0.13063734
0,117,50.083200000000005,6.390599999999999,outer,7994.789999999999,1.5,0.13063734
0,118,49.467,6.1656,outer,7994.789999999999,1.5,0.13063734
0,119,48.89490000000001,5.9565,outer,7994.789999999999,1.5,0.13063734
0,120,48.3666,5.7636,outer,7994.789999999999,1.5,0.13063734
0,121,47.882400000000004,5.5869,outer,7994.789999999999,1.5,0.13063734
0,122,47.4423,5.4261,outer,7994.789999999999,1.5,0.13063734
0,123,47.0463,5.281499999999999,outer,7994.789999999999,1.5,0.13063734
0,124,46.6941,5.1528,outer,7994.789999999999,1.5,0.13063734
0,125,46.385999999999996,5.0403,outer,7994.789999999999,1.5,0.13063734
0,126,46.122,4.944,outer,7994.789999999999,1.5,0.13063734
0,127,45.901799999999994,4.8636,outer,7994.789999999999,1.5,0.13063734
0,128,45.725699999999996,4.799099999999999,outer,7994.789999999999,1.5,0.13063734
0,129,45.5937,4.7511,outer,7994.789999999999,1.5,0.13063734
0,130,45.5058,4.718999999999999,outer,7994.789999999999,1.5,0.13063734
0,131,45.4617,4.7028,outer,7994.789999999999,1.5,0.13063734
0,132,-45.1506,-27.005399999999998,outer,7994.789999999999,1.5,0.13063734
0,133,-49.9842,-20.9958,outer,7994.789999999999,1.5,0.13063734
0,134,40.6281,10.7124,outer,7994.789999999999,1.5,0.13063734
0,135,70.28280000000001,20.6406,outer,7994.789999999999,1.5,0.13063734
