n_points,n_vertices,origin_x,origin_y,tangent_x,tangent_y,normal_x,normal_y,s_min,s_max,lateral_width_median,run_id,lane_kf
114047,28,92.69986277106675,197.3973592248658,-0.9999708274068884,-0.007638346364430082,0.007638346364430082,-0.9999708274068884,-73.6753974558327,34.324602544167305,5.016662436236509,1,32
38185,6,12.924761407227443,201.12869514253387,0.9964812463493607,0.08381602277622448,-0.08381602277622448,0.9964812463493607,-10.599915898369003,9.400084101630997,4.347630011407903,1,33
42111,28,130.03419030844728,200.5917583860485,0.9999929260965738,-0.003761350397466199,0.003761350397466199,0.9999929260965738,-67.98741304459114,40.012586955408864,6.562280316424492,1,34
3310,4,185.2424544172426,54.06969452596224,0.8497985194681688,-0.527107651537813,0.527107651537813,0.8497985194681688,-4.3687699847106085,7.6312300152893915,7.270476465614115,1,36
3606,3,171.5928145579442,38.9670950625339,0.775778134951475,-0.6310057728192437,0.6310057728192437,0.775778134951475,-2.1639060247974164,5.8360939752025836,9.357903420514187,1,37
2997,4,194.35532737723605,39.83163137377664,-0.0030289268534009965,-0.9999954127905372,0.9999954127905372,-0.0030289268534009965,-4.5589224853610855,7.4410775146389145,6.391244210684533,1,38
11306,5,39.65746491333383,27.215493060363503,-0.9999297075824499,-0.011856639240370413,0.011856639240370413,-0.9999297075824499,-10.687433647603996,5.312566352396004,7.702081654936986,1,39
12803,5,40.747658613786754,49.306864242984076,-0.9995351801341454,0.030486450665854325,-0.030486450665854325,-0.9995351801341454,-8.001748809358922,7.998251190641078,7.9145176951168885,1,40
5019,3,61.550381442036375,36.98096589968143,0.2912414119448117,-0.9566495910041423,0.9566495910041423,0.2912414119448117,-3.974356321826754,4.025643678173246,8.960111149411993,1,41
754,3,183.28398317226157,186.7752308465556,-0.9698693317284564,-0.24362569522239955,0.24362569522239955,-0.9698693317284564,-3.2667234832217993,4.733276516778201,6.46186851486268,1,42
895,3,183.74754573006976,208.80110806397136,-0.9997214059161669,-0.023603189466736486,0.023603189466736486,-0.9997214059161669,-2.5381593350497695,5.4618406649502305,5.825697720955006,1,43
3553,3,193.69452252631666,197.86048760042613,-0.07026090628688866,0.9975286487353359,-0.9975286487353359,-0.07026090628688866,-1.5302601195491996,6.469739880450801,6.064924104240882,1,44
3439,3,173.55920808865463,199.14708179362046,-0.3248566701789591,-0.9457632599336047,0.9457632599336047,-0.3248566701789591,-3.630304540952068,4.369695459047932,6.441465943863264,1,45
12531,5,36.432316576932955,188.14573536937442,-0.9999999824473743,0.00018736395365440232,-0.00018736395365440232,-0.9999999824473743,-9.269258842180077,6.7307411578199225,7.5294509809371295,1,46
19355,6,38.325324383144405,209.28788929040707,-0.999876561056039,0.015711863376099665,-0.015711863376099665,-0.999876561056039,-10.677671999486478,9.322328000513522,8.020048373595657,1,47
7255,3,55.76226962515668,198.10178227092968,-0.14756784828843597,0.9890519350122728,-0.9890519350122728,-0.14756784828843597,-1.6473254032172888,6.352674596782711,8.602371389734945,1,48
5555,4,25.705379819451245,200.48077806782558,0.030032180774574712,0.9995489323279393,-0.9995489323279393,0.030032180774574712,-6.066075612295725,5.933924387704275,7.894806637747378,1,49
