run_id,lane_kf,point_index,s,center_l,lower_l,upper_l,n_points,center_x,center_y,lower_x,lower_y,upper_x,upper_y
1,1,0,-7.613347413893292,0.1826694440854816,-8.208948915763958,8.470183064062802,6109,34.72575182476148,37.777058167830354,35.750922440158725,29.448295720342237,33.71329927108534,46.002495653330094
1,1,1,-3.613347413893292,0.11941732947428005,-8.475209950677929,8.227905012696809,10358,38.7035178012176,38.20294391137067,39.753489208408915,29.67269314548944,37.71293613369056,46.25069642178814
1,1,2,0.38665258610670783,0.1826694440854816,-8.741470985591901,7.985626961330814,4155,42.66582925949129,38.754386326891805,43.7560559766591,29.897090570636628,41.712572996295776,46.49889719024618
1,1,3,4.386652586106708,0.0561652148630785,-9.04039123482003,7.561421708652461,3342,46.65132249503862,39.117493734441695,47.76261259113455,30.08907340945735,45.73443518099373,46.56653345046625
1,1,4,8.386652586106708,-0.2764930960641457,-9.04039123482003,7.176553055758536,2604,50.662000754230405,39.27599122046385,51.732651308499456,30.577737488988078,49.751491769860294,46.67321166672475
1,1,5,12.386652586106708,-0.11016394060053358,-9.077847758084387,6.644970953495081,2757,54.611719700681874,39.92973859674886,55.70726594023021,31.029225606624454,53.786471756899594,46.634275364394426
1,1,6,16.386652586106706,-0.2764930960641457,-9.04039123482003,6.113388851231627,477,58.60207818896021,40.2533193795253,59.672728743229264,31.555065648049528,57.821451743938894,46.59533906206412
1,2,0,-10.15114872377168,0.21577141694763183,-8.822407452549921,7.965641691731952,1496,185.3311131985565,48.58894693223384,176.36319333840135,49.71370942221438,193.02073923432977,47.62450890626045
1,2,1,-6.15114872377168,0.31038709741576137,-8.933505660595202,8.122618665350604,1145,184.92721057915938,44.608266738971054,175.75517596392507,45.75862943766718,192.6787131375623,43.63606811826114
1,2,2,-2.15114872377168,0.40500277788389094,-8.822407452549921,8.279595638969257,2740,184.5233079597622,40.62758654570828,175.36762774385318,41.77589806473353,192.33668704079486,39.64762733026185
1,2,3,1.84885127622832,0.40500277788389094,-8.822407452549921,8.279595638969257,3332,184.0255251624881,36.65868086696786,174.86984494657906,37.80699238599311,191.83890424352074,35.67872165152143
1,2,4,5.84885127622832,0.7030981815088269,-8.790091893805688,8.539296351651394,1869,183.82352050027737,32.65267849725969,174.4041265004579,33.83406517494589,191.59880335458092,31.67749733597775
1,2,5,9.84885127622832,1.0011935851337628,-8.535579918970893,8.798997064333534,1390,183.6215158380666,28.64667612755153,174.15887720874107,29.833486575512215,191.35870246564107,27.67627302043408
1,3,0,-10.816696728495852,-0.008939282536616409,-7.651825707852323,8.170714022322084,4151,50.03810934926224,199.0326345183707,49.97243763372261,206.6752387954515,50.10839324923885,190.85328317727465
1,3,1,-6.816696728495852,-0.0027288065320254145,-7.688625674073674,8.252426984591642,3966,46.03831037875134,198.99205415967188,45.97226909478299,206.67766729118574,46.109243035954556,190.73720311959462
1,3,2,-2.8166967284958524,0.0034816694725655806,-7.725425640295025,8.3341399468612,5287,42.03851140824044,198.95147380097302,41.97210055584336,206.68009578692,42.110092822670254,190.62112306191455
1,3,3,1.1833032715041476,0.0034816694725655806,-7.7384659096479655,8.363844701139572,11935,38.03865907404063,198.91710368901002,37.97213617276413,206.65876546290949,38.11049572740304,190.55704929226727
1,3,4,5.183303271504148,0.11745043414277145,-7.7807701885181295,8.379994162522415,9529,34.03978601964132,198.76876901969905,33.971920337864006,206.66669806809287,34.1107821579022,190.50653031510222
1,3,5,9.183303271504148,0.23141919881297732,-7.823074467388293,8.396143623905257,2112,30.04091296524201,198.62043435038805,29.971704502963878,206.67463067327623,30.11106858840136,190.45601133793718
1,4,0,-5.477718046634763,0.41090745667653106,-8.606247922801494,8.677507077604206,2373,189.20240680903612,197.75970941396034,188.5692262421788,206.75460649549515,189.78288369045637,189.51351538987515
1,4,1,-1.477718046634763,0.3074061591020375,-8.59526328330675,8.706832960170768,2890,185.20501275076776,197.58207703650493,184.57987133456052,206.46277078252172,185.79481669661982,189.20338370806948
1,4,2,2.522281953365237,0.3074061591020375,-8.59526328330675,8.706832960170768,2197,181.2148865067391,197.30119884811378,180.58974509053186,206.18189259413057,181.80469045259116,188.92250551967834
1,4,3,6.522281953365237,0.2039048615275439,-8.606247922801494,8.736158842737332,1881,177.21749244847075,197.1235664706584,176.59884751009287,205.91197193032173,177.81662345875458,188.61237383787264
1,5,0,-6.910298392501794,-0.1415763169231629,-1.9943239074463617,2.5410594471211487,1417,43.1729202615209,22.035916946057245,41.32017423900786,22.038327392415773,45.8555537552073,22.032426805445663
1,5,1,-2.910298392501794,-0.12757799192017077,-1.9636515472419425,2.5585496440430453,1282,43.18171452773415,18.035902119336644,41.34564252631104,18.038290872579694,45.86783989038423,18.032407435758714
1,5,2,1.0897016074982062,-0.11357966691717863,-1.9943239074463617,2.5410594471211487,1442,43.19050879394741,14.035887292616039,41.3097661451224,14.038334162944784,45.845145661321844,14.032433575974672
1,5,3,5.089701607498206,-0.12757799192017077,-1.9636515472419425,2.5585496440430453,1610,43.17130643384869,10.03590888986565,41.33523443242558,10.0382976431087,45.85743179649877,10.032414206287722
1,5,4,9.089701607498206,-0.11357966691717863,-1.9943239074463617,2.576039840964942,460,43.18010070006195,6.035894063145048,41.29935805123694,6.038340933473794,45.8697179316757,6.032394836600774
1,6,0,-81.78544013640116,-0.25547420262895093,-1.9335022014693648,2.9529173627539174,598,42.25890299775291,180.86497803433943,40.58089060779637,180.85774035206575,45.46726471893092,180.87881649160948
1,6,1,-77.78544013640116,-0.21420627337466808,-1.8602760332490038,2.9012596140436093,652,42.31742337152451,176.86519323914877,40.671368923261035,176.8580933993782,45.43286027912525,176.8786308887251
1,6,2,-73.78544013640116,-0.17293834412038525,-1.7870498650286428,2.8496018653333017,657,42.37594374529611,172.86540844395807,40.76184723872569,172.8584464466906,45.39845583931957,172.8784452858407
1,6,3,-69.78544013640116,-0.09122298696505166,-1.7870498650286428,2.662164793278256,659,42.47491117072998,168.86579810690046,40.77910006711403,168.85848365437457,45.2282733391777,168.87767403861523
1,6,4,-65.78544013640116,-0.007347891873173289,-1.7357073467470872,2.662164793278256,680,42.57603831401068,164.86619708523986,40.84769493619987,164.8587423129728,45.24552616756603,164.8777112462992
1,6,5,-61.785440136401164,0.04255231132376832,-1.7357073467470872,2.662164793278256,711,42.64319088142821,160.86644952283442,40.86494776458821,160.85877952065678,45.26277899595436,160.8777484539832
1,6,6,-57.785440136401164,0.054681060693353496,-1.7366677592189323,2.702437768137383,716,42.67257234636546,156.86653904432626,40.88124018943837,156.85881258588287,45.320304424585785,156.87795936734818
1,6,7,-53.785440136401164,0.054681060693353496,-1.8018053562966876,2.702437768137383,731,42.6898251747538,152.86657625201022,40.83335602665373,152.85856884162084,45.33755725297412,152.87799657503214
1,6,8,-49.785440136401164,0.054681060693353496,-1.8018053562966876,2.806482565313207,715,42.70707800314213,148.86661345969418,40.85060885504206,148.8586060493048,45.45885391072179,148.8784825494737
1,6,9,-45.785440136401164,0.04680800742211875,-1.8018053562966876,2.8110294663713336,747,42.71645785149375,144.86661670926892,40.8678616834304,144.85864325698878,45.48065359787334,144.8785393688836
1,6,10,-41.785440136401164,0.04371496823246483,-2.013917158433767,2.8251865310669735,755,42.73061766946363,140.86664057603434,40.67300468272887,140.8577655825424,45.51206335926941,140.87863763891949
1,6,11,-37.785440136401164,0.0412258382575756,-2.013917158433767,2.8251865310669735,749,42.74538139103077,136.86666704758522,40.69025751111721,136.85780279022637,45.52931618765775,136.87867484660345
