objective,nll,closed_loop_loss,tracking_rank,seed,restart,near_optimal,S_theta,S_v,xi_i,S_d,gamma,w_x,w_y,w_c,w_ell,beta,sigma_long,sigma_lat
2.540961903492769,6.176018740512804,1.4555901881716469,29.4695,8,1,False,9.778076038325818,3.575260628672747,3.3325953821551293,1.8187409401266494,3.2062384835047477,4.2615323328804475,5.9610613811294195,87.35874041845344,29.780472709986995,7.74503054444773,2.0181652587584846,2.478839908773489
2.54615965779372,5.604555883936289,1.507243751939774,30.143,7,0,False,0.3227783713083018,7.35388093472339,2.9578531101900616,8.497726767138747,3.3917640401468323,3.7643658812297405,5.2161209405196765,82.10380229096866,25.850561687730337,9.097487411622446,0.4798062574052223,2.2276065891678316
2.546706889736892,6.121011438144741,1.4715739998906718,29.171,9,2,False,0.7704275096681515,0.4985214196201561,4.83502091814592,5.482700373608564,0.8053044673585881,0.1346235732297405,8.929333190694539,174.9831394635268,5.548519428094897,9.13273323623777,1.6124759578393448,0.9121562032033947
2.5474203209479858,5.799810666890568,1.5011535399732148,29.376,9,2,False,5.207181179554098,8.620713082873428,4.301807209160028,6.241283185981519,9.473455418707056,2.8156453369173864,1.0955736363499495,106.80602178810926,29.60172307659445,0.3342111579554948,4.507834551972807,0.2450532310945354
2.5480142771612613,6.041388828938547,1.4746055529975652,29.564,8,1,False,2.390352033546503,6.894740845071002,3.5747135017953706,8.931244398753854,6.94343895704841,5.405819042822651,2.5859206764087967,114.743940174941,37.44137158120325,2.207019178756632,2.6788607569137226,0.37615468666889995
2.5481560990993204,6.4488911849499235,1.435314599651947,29.481,7,0,False,5.053982297429708,6.300257163559639,1.315878514504993,2.346732166931075,1.2590097895288392,2.773093106929258,1.9392745440016483,93.34206769138578,41.755428483951555,9.363364539307762,3.432275682351586,2.437684211817201
2.5488230232460514,5.8171945890019146,1.5003416595839547,29.406,7,0,False,6.889650987174539,3.9542548206695454,3.8885810933772493,5.627438884648257,4.189887894600609,3.719966843840646,4.984720336862874,60.532664558881855,44.625150054971066,2.819009767894989,2.3690557190871755,0.874501018318663
2.551115098074216,5.2570699010419775,1.5561858857477961,29.561,9,2,False,2.701365386145618,5.562476938719482,4.657117466321084,4.018607276926689,0.13441523502458105,6.118242618974856,1.6165100626367352,65.41353789002858,33.39308620449188,0.5306330338796929,1.9658876122877669,0.6817331923897751
2.5515683776061624,6.194266370978166,1.464832216698822,29.4405,7,0,False,7.871689805381559,8.806669114941995,2.1768810717446736,4.2977356720518385,6.321389249707947,5.8707757380208765,7.799829936553564,76.24927237053171,36.38025602783429,8.0878863909457,3.784182651039996,1.7805234563244825
2.5558734163060466,5.382315372388861,1.5378799743052556,30.225,7,0,False,0.4050187737972816,5.173143761700134,2.9182034987686274,11.010154889654585,6.329339919461003,5.1897647013351875,5.019047010395692,2.95838844537104,57.801402981194656,2.482674071053035,3.552550968144644,0.6613954651700888
2.559214903256562,6.625222684690963,1.426287872882704,29.6355,9,2,False,3.206015225941167,8.544553939828916,2.2064212635043017,9.256492341074186,4.381633523304289,2.8056368469541932,5.316725343244755,191.55373923221654,13.99760439939289,5.538780689509901,4.1379473347920035,0.3467613722295384
2.559807846534095,6.291226423327393,1.4639232994394507,29.406,8,1,False,2.0192012759129296,2.947954285994072,3.0589956462102186,4.66269283286253,8.31217508246295,8.943541593073949,8.553189932365038,139.86782830275305,30.997484072203886,4.677076947963343,3.8925106429218044,2.267080604591778
2.56057966737379,5.9008889479051305,1.494022518615023,30.0175,7,0,False,0.42287107129302365,9.445584053875578,3.172806499295216,1.5521688269255283,8.223633673365004,4.3863543753259515,7.16058758939839,134.51452918301766,14.99462138317722,8.273960948472169,4.165612820204357,1.7962881468483072
2.5618364809756513,6.051537299874379,1.49266687797234,29.233,8,1,False,5.0628653285969385,3.5178857920361857,3.263491431522488,3.646023319166281,5.61325575511806,8.562624672977156,2.6536275416677575,109.76273236348982,26.363885315342593,8.738907299737413,0.3129719363528834,0.6871054428117406
2.562415247081278,6.060401607075754,1.481803657802274,29.898,8,1,False,3.577822231830159,8.021409563058066,1.5410056109918757,8.069086481595386,2.528700299838584,7.4548310973058625,3.262684030377989,120.19490557628365,34.994944466427015,0.8917914636890741,3.821569469337423,2.2966940828787754
2.5689582748072946,6.186197557727198,1.4861401063361621,29.2445,7,0,False,8.015817639752852,9.126697375009325,4.493351478779901,6.04725010880374,3.7372148765741393,4.5079939152141275,1.8462460969106418,57.72957501447842,48.668697536125975,4.964928559013853,2.088927449629244,0.3470513818145803
2.569881931107146,5.593181581477366,1.5389050428006792,29.7145,8,1,False,2.7014263403699146,1.5648025101738643,4.143492601210458,4.62908175991959,7.61627395551875,6.192182991706539,4.013609792380303,44.269984308494706,59.83503169508961,0.3584990141459259,3.8285115738419924,1.200392330911678
2.571702314891289,6.465428794197047,1.4603340386461878,29.284,9,2,False,3.053036879958847,2.305301677787787,3.13958158572515,5.442919356320665,2.1515925063766415,5.416322953262427,9.311962063367544,56.34213010888028,60.092602731912834,7.962790550714717,4.900546161254106,0.7083103686205217
2.5740055060072993,5.892025737001424,1.5119854719896966,29.7875,7,0,False,2.663607396802627,0.14243941762454299,3.180486152187811,1.130564078888517,7.508979492481882,3.4731469542848767,8.094038048760702,123.49907945107118,30.019517630632347,0.9646018974318019,3.967692585830386,1.4879611357424092
2.5754588664663967,5.527280965814814,1.5605561667103118,29.117,9,2,False,7.8313245870040085,5.423691164058452,3.505149533018012,7.130688516354541,6.395242981934852,3.296767366054842,7.233972985941096,94.31117871528056,16.49370382789838,0.15651856827973354,0.8913661007383711,2.280551870330776
2.5755311655525257,6.140481221142721,1.4963878053430155,29.301,9,2,False,2.3683314171287044,7.343104097880295,4.835538532710331,5.463263018011522,4.758158657643523,0.6587334979683506,5.0930035636571285,134.94379161664634,31.549086216234507,1.9684666179174162,1.636913767573805,2.1966261352646117
2.5759058089469185,6.124418300736018,1.4984877883971262,29.2935,9,2,False,5.3582900463786265,3.2921419754861696,1.4240518076729782,8.33476699958622,7.296354059879867,8.101915260646306,1.15869557007707,157.99941203664935,7.851184322826743,9.888012899456271,1.1844089359740235,1.579961622145286
2.576629670514537,6.48224392491653,1.4658497224673284,29.141,7,0,False,4.501398487530208,4.968659244416927,4.158917596263702,1.353089113095017,4.0290864204742975,7.827504227142803,3.4487276724538654,179.60077948899195,12.61226757125773,8.363843879345932,2.1108093023995207,1.9626456037389364
2.5767274937220637,6.410369362059175,1.4680873829129715,29.459,9,2,False,9.334090546493034,7.266815711509859,1.852232516151487,4.997319908167349,8.119602306406042,9.970226395490531,1.0802802507906164,100.43402889710403,31.306583521080913,8.3448391852468,4.309754651549964,1.0284422450383697
2.578438947835993,6.195015701767223,1.490659599881493,29.5015,8,1,False,3.719905231706003,8.452978436050731,3.040686878900182,5.10514009383481,2.2145701951211674,2.8382589560066322,6.075131887086939,47.30561861145461,51.03125234599977,9.085024939855966,1.7876225944180024,1.6317048798872216
2.578845415499137,5.636090110150895,1.5377205314681748,30.0835,9,2,False,2.3951962906921667,9.274915126591813,2.7299820508225396,10.375857339147045,9.081407624983479,6.427064002976958,8.725897026834115,59.22892528360073,48.753515337171436,1.0461161660087632,3.4808126907402617,1.9560771804669097
2.5797218016108037,6.326879437474736,1.482184651514124,29.2855,7,0,False,4.824002033042368,2.661922223897784,4.084759196245482,1.5126618715607254,0.2368073309417424,9.970098519675197,3.198422665933439,52.51968061945272,62.71874803562178,5.102800473678822,2.1908263497427747,2.016537862917342
2.5813018927661173,6.246661322080609,1.4890405224628185,29.4585,7,0,False,9.904733965412603,5.812678108826606,1.312522595455978,6.159502608035052,5.090634579614824,4.410339633952406,9.517675945239494,31.250669891666366,45.60103856000702,9.488232587031044,2.2151964471682737,2.1182608836984387
2.5813064047456846,6.0387893674851565,1.511236991806693,29.37,9,2,False,4.9256737857346575,2.530351620393902,3.272361661296797,11.575233860092245,0.6306134653976794,6.497128579599889,7.96620674666983,150.63363429923857,12.441801713660096,3.811240916698612,0.6626196384767002,0.46389084601167657
2.5817719423898766,6.070227192835357,1.508669858026976,29.363,8,1,False,4.839005686090245,4.726479615183118,2.2005942184004175,5.838542313438887,1.409487166718127,0.16274486853209483,8.21771192697758,40.86837082426863,58.45469477297324,4.908328644171681,0.7372411404029994,0.5347314444298334
2.5824908566729095,6.427222355089282,1.4733956052909654,29.3815,8,1,False,0.7597064025609902,0.7882563594560936,1.672587490168244,0.15482484387089063,6.669247455111456,6.249486497177339,9.877166406497242,12.563512480298712,67.12708627034655,9.984624877508468,1.8595547248185234,2.0995941717241067
2.5844386792525613,6.107976810031853,1.5094981411065191,29.241,9,2,False,5.422653448548704,6.1796533834620915,2.7500739382019654,6.094060070013474,6.8419700710629145,2.905885417762634,5.948498712247881,157.6063212423678,7.60900863547735,6.644066816825423,4.097928945974484,1.9226700704814181
2.5855883553747616,5.979282847138148,1.5196759436768195,29.483,9,2,False,8.812125373906301,3.3916593397503716,4.686994064059695,3.8105670723026637,4.774090378785275,2.193886855924123,2.8231585997664714,70.08174079099834,33.77107282053265,6.594620744259505,0.3233046155647999,0.8726987179493171
